Name,ID,Alias,Language
Verizon,792,Verizon Communications Inc.,
Bmw,783,bayerische motoren werke,de
C. H. Robinson Worldwide,2239,c.h. robinson,en
C. H. Robinson Worldwide,2239,"c.h. robinson worldwide, inc.",en
C. H. Robinson Worldwide,2239,ch robinson worldwide inc,en
Kraft Heinz,2161,The Kraft Heinz Company,en
Kraft Heinz,2161,Kraft Foods,en
Fastenal,2316,fastenal,en
Fastenal,2316,fastenal company,en
Kaiser Permanente,533,Kaiser Foundation Hospitals,en
Kaiser Permanente,533,Kaiser Foundation Health Plan,en
Kaiser Permanente,533,Permanente Health Plan,en
Splunk,237,"splunk, inc",en
Splunk,237,splunk inc,en
Splunk,237,"splunk, inc.",en
Kroger,1813,The Kroger Co.,en
Old Dominion Freight Line,2444,"old dominion freight line, inc. (nasdaq: odfl)",en
Old Dominion Freight Line,2444,odfl,en
Old Dominion Freight Line,2444,"old dominion freight line, inc.",en
Spotify,844,Spotify Technology S.A.,en
Zillow,780,zillow group,en
Zillow,780,zillow group inc,en
Zillow,780,"zillow, inc.",en
3M,298,minnesota mining and manufacturing company,en
3M,298,3m co,en
Cadence Design Systems,2241,cadence design systems inc,en
Cadence Design Systems,2241,"cadence design systems, inc.",en
Cadence Design Systems,2241,"cadence design systems, inc",en
Omnicom Group,2445,omnicom group (nyse: omc),en
Omnicom Group,2445,omnicom,en
Omnicom Group,2445,omnicom group inc. (nyse: omc),en
Omnicom Group,2445,omnicom group inc.,en
Omnicom Group,2445,omnicom group inc,en
Zimmer Biomet,2552,zimmer biomet ,en
Zimmer Biomet,2552,"zimmer biomet holdings, inc.",en
Lenovo,936,Lenovo Corporation,en
Lenovo,936,Lenovo Group Ltd.,en
Lenovo,936,Lianxiang Jituan,en
Federal Realty Investment Trust,2317,federal realty,en
Zions Bancorp,2553,"zions bancorporation, national association",en
Zions Bancorp,2553,keystone insurance and investment co,en
Zions Bancorp,2553,zions bank,en
Zions Bancorp,2553,zions bancorporation,en
Zions Bancorp,2553,"zions bancorporation, n.a.",en
4Thparadigm,3,4paradigm,en
4Thparadigm,3,"beijing wusi chuangxiang technology co., ltd.",en
Cambricon,52,cambricon technologies corp ltd,en
Cambricon,52,hanwuji keji,en
Cambricon,52,beijing zhongke cambricon technologies corp ltd,en
Cambricon,52,cambricon technologies,en
Cambricon,52,cambricon technologies corporation limited,en
Campbell Soup,2242,campbell's,en
Campbell Soup,2242,campbell soup company,en
Campbell Soup,2242,campbell,en
Campbell Soup,2242,campbell soup co,en
Fedex,1891,fedex,en
Fedex,1891,fedex corporation,en
Stanley Black & Decker,2495,"stanley black & decker, inc.",en
Stanley Black & Decker,2495,the stanley works,en
Zoetis,2554,zoetis inc,en
Zoetis,2554,pfizer,en
Capital One,371,capital one financial corp,en
Capital One,371,capital one financial corporation,en
Kellogg,2381,kellogg company,en
Kellogg,2381,kellogg's,en
Oneok,2446,"oneok, inc. (nyse: oke)",en
Oneok,2446,"oneok, inc.",en
Oneok,2446,oneok inc,en
Starbucks,2496,starbucks,en
Starbucks,2496,starbucks corporation,en
Starbucks,2496,starbucks coffee company,en
Capri Holdings,2243,capri holdings ltd.,en
Capri Holdings,2243,michael kors holdings limited,en
Capri Holdings,2243,capri holdings limited,en
Capri Holdings,2243,michael kors holdings,en
State Street,2497,state street corporation,en
State Street,2497,state street,en
ZTE,289,zte corporation,en
ZTE,289,zte corp,en
Fidelity National Information Services,2318,fis,en
Fidelity National Information Services,2318,fidelity national information services inc,en
Keysight Technologies,2383,keysight technologies inc.,en
Keysight Technologies,2383,keysight,en
Zymergen,290,"zymergen, inc.",en
Zymergen,290,zymergen bioinformatics,en
Zymergen,290,zymergen inc,en
Zymergen,290,"zymergen, inc",en
A.O. Smith,2217,a. o. smith,en
A.O. Smith,2217,a. o. smith corporation,en
Fifth Third Bancorp,2319,"fifth third bank, national association.",en
Fifth Third Bancorp,2319,fifth third bank,en
Kimberly-Clark,2384,kimberly-clark corporation,en
Kimberly-Clark,2384,kimberly-clark corp,en
Lowe's,1876,"Lowe's Companies, Inc.",en
Cardinal Health,1807,cardinal health,en
Cardinal Health,1807,"cardinal health, inc.",en
Kimco Realty,2385,kimco realty corporation,en
Kimco Realty,2385,kimco realty corp,en
Steris,2498,steris,en
Steris,2498,steris corp,en
Steris,2498,steris corporation,en
Carmax,2245,"carmax business services, llc",en
Carmax,2245,carmax,en
Kinder Morgan,2386,"kinder morgan, inc",en
Kinder Morgan,2386,kinder morgan inc,en
Kinder Morgan,2386,"kinder morgan, inc.",en
Abbott,1515,Abbott Laboratories,en
LVMH Moet Hennessy-Louis Vuitton,3097,LVMH Moët Hennessy Louis Vuitton S.E.,en
Carnival,2246,carnival corp,en
Carnival,2246,carnival corporation,en
Carnival,2246,carnival corporation & plc,en
First Republic Bank,2321,first republic,en
AbbVie,2083,AbbVie Inc.,en
Macy's,2176,"Federated Department Stores, Inc.",en
Macy's,2176,"Macys.com, LLC",en
Carrier Global,2247,carrier global corp,en
Carrier Global,2247,carrier corporation,en
Firstenergy,2320,firstenergy,en
Stryker,2499,stryker,en
Stryker,2499,"stryker iberia, sl",en
Fiserv,2322,"fiserv, inc.",en
Fiserv,2322,fiserv,en
Oracle,617,oracle corporation,en
Oracle,617,oracle corp,en
Caterpillar,1921,"caterpillar, inc.",en
Caterpillar,1921,"caterpillar, inc",en
Abiomed,2191,"abiomed, inc.",en
Abiomed,2191,abiomed,en
Abiomed,2191,"abiomed, inc",en
CBOE Global Markets,2248,"cboe global markets, inc.",en
CBOE Global Markets,2248,"cboe exchange, inc.",en
CBOE Global Markets,2248,cboe,en
CBRE Group,2249,cbre ,en
CBRE Group,2249,"cbre group, inc.",en
Fleetcor Technologies,2323,fleetcor,en
Fleetcor Technologies,2323,fleetcor technologies,en
Fleetcor Technologies,2323,fuelman,en
Fleetcor Technologies,2323,"fleetcor technologies, inc.",en
Kohl's,2387,kohl’s corporation,en
Kohl's,2387,kohl’s,en
CDW,2250,cdw corporation,en
CDW,2250,cdw llc,en
CDW,2250,cdw,en
Accenture,803,accenture,en
Accenture,803,andersen,en
Celanese,2251,celanese corporation,en
Celanese,2251,celanese corp,en
Celanese,2251,hoechst celanese,en
MetLife,1883,"MetLife, Inc.",en
MetLife,1883,Metropolitan Life Insurance Company (MLIC),en
MetLife,1883,METROPOLITAN LIFE INSURANCE CO,en
Flowserve Corporation,2325,flowserve corp,en
Flowserve Corporation,2325,flowserve,en
Otis Worldwide,2447,otis,en
Otis Worldwide,2447,zardoya otis,en
Otis Worldwide,2447,"zardoya otis, sa",en
Otis Worldwide,2447,otis elevator company,en
Otis Worldwide,2447,otis worldwide corp,en
SVB Financial,2500,silicon valley bank,en
SVB Financial,2500,svb financial group,en
SVB Financial,2500,svb,en
Celepixel,53,celepixel technology,en
Celepixel,53,"celepixel technology co., ltd.",en
Micron Technology,2107,"Micron Technology, Inc.",en
Centene,1905,centene,en
Centene,1905,centene corporation,en
Swiss Re,705,swiss re ltd,en
Swiss Re,705,swiss re ag,en
Swiss Re,705,swiss re group,en
Activision Blizzard,2192,activision blizzard inc,en
Activision Blizzard,2192,"blizzard entertainment, inc.",en
Centerpoint Energy,2252,centerpoint energy - always there ®,en
Centerpoint Energy,2252,"centerpoint energy, inc.",en
FMC Corporation,2326,fmc corp,en
FMC Corporation,2326,fmc,en
FMC Corporation,2326,food machinery corporation,en
KPMG,539,kpmg llp,en
KPMG,539,klynveld peat marwick goerdeler,en
KPMG,539,kpmg international cooperative,en
Allstate,2019,The Allstate Corporation,en
Synchrony Financial,2501,synchrony,en
Synchrony Financial,2501,GE Capital Retail Finance,en
Adobe,6,adobe corp,en
Adobe,6,adobe corp.,en
Adobe,6,adobe inc.,en
Adobe,6,adobe systems Incoporated,en
Adobe,6,adobe corporation,en
Cerebras Systems,54,cerebras systems inc,en
Cerebras Systems,54,cerebras systems inc.,en
Ford Motor Company,456,ford motor company limited,en
Ford Motor Company,456,ford direct,en
Ford Motor Company,456,ford motor co,en
Kuaishou,143,kuaishou technology,en
Kuaishou,143,beijing kuaishou technology ltd.,en
Kuaishou,143,kwai inc.,en
Paccar,2448,paccar,en
Paccar,2448,paccar financial,en
CF Industries Holdings,2254,cf industries,en
CF Industries Holdings,2254,cf industries holdings,en
Packaging Corporation of America,2449,packaging corporation of america (pca),en
Packaging Corporation of America,2449,Tenneco Packaging,en
Packaging Corporation of America,2449,pca,en
Packaging Corporation of America,2449,packaging corp of america,en
American Airlines Group,1978,American Airlines Group Inc.,en
American Airlines Group,1978,AMR,en
American Airlines Group,1978,"American Airlines, Inc.",en
American Airlines Group,1978,US Airways,en
American Airlines Group,1978,American Airlines,en
Advance Auto Parts,2193,"advance auto parts, inc.",en
Fortinet,2327,fortinet inc,en
Fortinet,2327,"fortinet, inc.",en
Fortinet,2327,"fortinet, inc",en
Bath & Body Works,2388,l brands,en
Bath & Body Works,2388,l brands inc,en
Bath & Body Works,2388,The Limited,en
Bath & Body Works,2388,Limited Brands,en
Bath & Body Works,2388,L Brands,en
Bath & Body Works,2388,Bath and Body Works,en
Bath & Body Works,2388,lbrands,en
American International Group,3105,"American International Group, Inc.",en
Fortive,2328,fortive,en
Fortive,2328,fortive corporation,en
L3Harris Technologies,480,l3harris technologies,en
L3Harris Technologies,480,"l3 harris technologies, inc.",en
L3Harris Technologies,480,l3harris,en
L3Harris Technologies,480,l3harris technologies inc,en
L3Harris Technologies,480,"l3harris technologies, inc.",en
L3Harris Technologies,480,l3 harris,en
L3Harris Technologies,480,l3 harris technologies,en
Sysco,1908,sysco,en
Sysco,1908,sysco corporation,en
Amgen,1570,Amgen Inc.,en
Fortune Brands Home & Security,2329,fortune brands,en
Fortune Brands Home & Security,2329,fortune brands home and security,en
Fortune Brands Home & Security,2329,"fortune brands home & security, inc.",en
Laboratory Corporation of America,2390,laboratory corporation of america holdings,en
Laboratory Corporation of America,2390,labcorp,en
Laboratory Corporation of America,2390,laboratory corporation of america,en
Moderna Therapeutics,1752,Moderna,en
Moderna Therapeutics,1752,"Moderna, Inc.",en
Palo Alto Networks,623,"palo alto networks, inc.",en
Palo Alto Networks,623,paloalto,en
Mondelez International,2169,Kraft Foods,en
Mondelez International,2169,"Mondelez International, Inc.",en
Charles Schwab Corporation,2255,charles schwab,en
Charles Schwab Corporation,2255,charles schwab corp,en
Charles Schwab Corporation,2255,charles schwab & co.,en
Fox Corporation,2330,tfcf corp,en
Fox Corporation,2330,fox corporation,en
Lam Research,2391,lam research corp,en
Lam Research,2391,lam research corporation,en
T. Rowe Price Group,2502,t. rowe price,en
T. Rowe Price Group,2502,"t. rowe price group, inc.",en
T. Rowe Price Group,2502,t. rowe price associates,en
T. Rowe Price Group,2502,t.roweprice,en
Aecom,2763,2020 aecom,en
Aecom,2763,edaw,en
Lamb Weston Holdings,2392,lamb weston,en
Lamb Weston Holdings,2392,conagra foods lamb weston,en
Foxconn,1393,"hon hai precision industry co., ltd.",en
Foxconn,1393,hon hai precision industry co.,en
Foxconn,1393,foxconn technology group,en
Franklin Resources,2332,franklin templeton investments,en
Franklin Resources,2332,"franklin resources, inc.",en
Franklin Resources,2332,franklin templeton,en
Las Vegas Sands,2393,las vegas sands corp,en
Las Vegas Sands,2393,las vagas sand crop,en
Las Vegas Sands,2393,las vegas sands corporation,en
Paramount Global,2530,viacomcbs,en
Paramount Global,2530,viacomcbs inc,en
Paramount Global,2530,paramount,en
Archer Daniels Midland,1894,Archer Daniels Midland Co.,en
Freeport-Mcmoran,2333,freeport-mcmoran,en
Freeport-Mcmoran,2333,freeport-mcmoran copper & gold inc,en
Freeport-Mcmoran,2333,fcx,en
Parker-Hannifin,2450,parker hannifin corp,en
Parker-Hannifin,2450,parker hannifin,en
Parker-Hannifin,2450,parker,en
Take-Two Interactive,2503,"take-two interactive software, inc.",en
Take-Two Interactive,2503,take-two interactive software,en
Aetna,308,"aetna, inc",en
Aetna,308,aetna inc,en
Aetna,308,"aetna, inc.",en
Aeye,7,"aeye, inc.",en
Aeye,7,"aeye, inc",en
Chevron,1617,chevron corporation,en
Tamr,243,tamr inc,en
Tamr,243,"tamr, inc",en
Tamr,243,"tamr, inc.",en
Affectiva,8,affectiva inc,en
Affectiva,8,"affectiva, inc.",en
Chipotle Mexican Grill,2256,chipotle mexican grill inc,en
Chipotle Mexican Grill,2256,chipotle,en
Leggett & Platt,2394,leggett,en
Leggett & Platt,2394,leggett & platt®,en
Leggett & Platt,2394,leggett & platt incorporated,en
Leggett & Platt,2394,leggett & platt inc,en
Leggett & Platt,2394,"leggett & platt, inc.",en
Tapestry,2504,"coach, inc.",en
Tapestry,2504,tapestry inc,en
Tapestry,2504,tapestry,en
Baker Hughes,1564,BHGE,en
Baker Hughes,1564,General Electric's oil and gas,en
Baker Hughes,1564,Baker Hughes,en
Church & Dwight,2257,church & dwight co. inc,en
Church & Dwight,2257,"church & dwight co., inc.",en
Church & Dwight,2257,"church & dwight co., inc",en
Leidos Holdings,839,Science Applications International Corporation,en
Leidos Holdings,839,leidos holdings,en
Leidos Holdings,839,leidos,en
Leidos Holdings,839,SAIC,en
Aflac,2195,"aflac, inc.",en
Aflac,2195,american family life assurance company,en
Aflac,2195,aflac inc.,en
Aflac,2195,aflac incorporated,en
Aflac,2195,aflac,en
Cigna,1953,cigna,en
Cigna,1953,cigna corporation,en
Paychex,2451,"paychex, inc.",en
Paychex,2451,paychex,en
Nokia,949,Nokia Mobile,en
Nokia,949,Nokia Corporation,en
Cincinnati Financial,2258,cincinnati financial corp,en
Cincinnati Financial,2258,the cincinnati insurance companies,en
Cincinnati Financial,2258,cincinnati financial corporation,en
Lemonade,150,lemonade insurance agency,en
Lemonade,150,"lemonade, inc.",en
Lemonade,150,lemonade insurance company,en
Paycom,2452,"paycom software, inc",en
Target,710,"target brands, inc",en
Target,710,target corp,en
Target,710,dayton hudson corp,en
Target,710,target corporation,en
Cintas Corporation,2259,cintas,en
Cintas Corporation,2259,cintas corp,en
Gap,2334,gap,en
TE Connectivity,2505,tyco electronics ltd,en
TE Connectivity,2505,tyco electronics ltd.,en
TE Connectivity,2505,tyco electronics,en
TE Connectivity,2505,te connectivity,en
TE Connectivity,2505,te connectivity (te),en
TE Connectivity,2505,te connectivity ltd,en
Nucor,2185,Nucor Corporation,en
Agari Data,9,agari data inc,en
Agari Data,9,"agari data, inc.",en
Agari Data,9,agari,en
Garmin,2335,garmin,en
Garmin,2335,garmin international,en
Lennar,2395,lennar corporation,en
Lennar,2395,lennar,en
Bank of America,811,"Bank of America, N.A.",en
Bank of America,811,Bank of America NA,en
Bank of America,811, Bank of America National Association,en
Cisco Systems,383,"cisco systems, inc.",en
Cisco Systems,383,cisco systems,en
Cisco Systems,383,cisco,en
Cisco Systems,383,cisco systems inc,en
Gartner,2336,gartner,en
Gartner,2336,"gartner group, inc",en
Gartner,2336,gartner consulting,en
Gartner,2336,gartner group,en
Citadel,384,citadel investment group,en
Citadel,384,citadel,en
Citadel,384,wellington financial group,en
Citadel,384,citadel enterprise americas llc,en
TechnipFMC,2506,fmc technologies,en
TechnipFMC,2506,technip,en
TechnipFMC,2506,fmc technologies inc,en
TechnipFMC,2506,technip paris,en
TechnipFMC,2506,technipfmc plc,en
Agilent Technologies,313,agilent technologies inc,en
Agilent Technologies,313,agilent,en
Agilent Technologies,313,"agilent technologies, inc.",en
Citadel Securities,385,citadel securities llc,en
Citadel Securities,385,citadel enterprise americas llc,en
Pentair,2453,pentair,en
Ahi Fintech,10,"hui'an jinke (beijing) technology co., ltd.",en
Ahi Fintech,10,hui'an jinke,en
Ahi Fintech,10,huian jinke beijing technology co ltd,en
Ahi Fintech,10,hui'an jinke (ahi fintech),en
Citizens Financial Group,2260,"citizens bank, n.a.",en
Citizens Financial Group,2260,citizens financial group inc,en
Citizens Financial Group,2260,"citizens financial group, inc",en
Citizens Financial Group,2260,cfg,en
Citizens Financial Group,2260,citizens,en
Citizens Financial Group,2260,citizens financial,en
Citizens Financial Group,2260,citizens bank,en
Panasonic,1129,Panasonic Corporation,en
Panasonic,1129,Panasonic Corp.,en
Panasonic,1129,Panasonic Holdings Corp.,en
GE Healthcare,462,ge healthcare ltd,en
GE Healthcare,462,ge healthcare inc,en
Barclays,1230,Barclays Bank UK PLC,en
PayPal,195,PayPal Pte. Ltd.,en
Teledyne Technologies,2819,teledyne technologies,en
Teledyne Technologies,2819,allegheny ludlum corp.,en
Teledyne Technologies,2819,teledyne,en
Teledyne Technologies,2819,teledyne technologies incorporated,en
Aibee,13,aibee beijing intelligent technology co ltd,en
Aibee,13,aibee inc.,en
Aibee,13,爱笔智能科技有限公司,en
Aibee,13,爱笔智能,en
Teleflex,2507,teleflex incorporated.,en
Teleflex,2507,teleflex inc,en
Genentech,465,genetech inc,en
Genentech,465,"genentech, inc",en
Genentech,465,"genentech, usa inc.",en
Air Products & Chemicals,2196,"air products and chemicals, inc.",en
Tencent,245,tencent holdings limited,en
Tencent,245,tencent ltd,en
Tencent,245,tengxun,en
Tencent,245,tencent holdings,en
PepsiCo,1893,Pepsi,en
PepsiCo,1893,"PepsiCo, Inc.",en
General Dynamics,2048,general dynamics,en
General Dynamics,2048,general dynamics corporation,en
Berkshire Hathaway,1792,Berkshire Hathaway Inc.,en
Lincoln National,2396,lincoln financial group,en
Lincoln National,2396,lincoln financial,en
Lincoln National,2396,lincoln national corporation,en
Lincoln National,2396,lincoln national corp,en
Revvity,2455,"perkinelmer, inc.",en
Revvity,2455,perkin-elmer,en
Best Buy,1995,Best Buy Co. Inc.,en
Airbnb,314,airbed & breakfast,en
Airbnb,314,airbnb inc,en
Airbnb,314,"airbnb, inc.",en
General Mills,2337,"general mills, inc.",en
General Mills,2337,general mills inc,en
Linde,2397,linde,en
Linde,2397,the linde group,en
Linde,2397,linde group,en
Perrigo,2456,perrigo company plc,en
General Motors,820,"GM, The General Motors Company",en
Tesla,247,tesla motors,en
Tesla,247,"tesla, inc.",en
Tesla,247,tesla inc,en
Cloudwalk,58," Cloudwalk Group Co.,Ltd.",en
Pfizer,1928,Pfizer Inc.,en
Genuine Parts,2338,genuine parts company,en
Genuine Parts,2338,gpc,en
Genuine Parts,2338,genuine parts co,en
Texas Instruments,714,texas instruments inc,en
Texas Instruments,714,texas instruments incorporated,en
Philip Morris International,2118,PMI,en
Aisimba,17,xiaoshi technology,en
CME Group,2263,cme holdings,en
CME Group,2263,chicago mercantile exchange,en
CME Group,2263,cme group,en
CME Group,2263,chicago board of trade,en
CMS Energy,2264,cms energy corporation,en
CMS Energy,2264,cms energy corp,en
Philips,201,koninklijke philips nv,en
Philips,201,royal philips,en
Philips,201,koninklijke philips,en
Live Nation Entertainment,2398,live nation,en
Live Nation Entertainment,2398,live nation entertainment inc,en
Live Nation Entertainment,2398,live nation worldwide inc,en
Live Nation Entertainment,2398,"live nation worldwide, inc.",en
Textron,2508,textron,en
Textron,2508,textron inc.,en
Pool Corporation,3091,SCP Pool Corporation,en
Pool Corporation,3091,Pool Corp,en
Akamai Technologies,1765,"akamai technologies, inc., akamai",en
LKQ Corporation,2399,lkq corp,en
LKQ Corporation,2399,lkq,en
Phillips 66,1818,phillips 66 company,en
Gilead Sciences,2339,gilead sciences inc,en
Gilead Sciences,2339,"gilead sciences, inc.",en
Gilead Sciences,2339,gilead,en
Alaska Air Group,2197,"alaska airlines, inc.",en
Alaska Air Group,2197,alaska airlines,en
Alaska Air Group,2197,alaska air group,en
Global Payments,2341,global payments,en
Global Payments,2341,global payments inc,en
Global Payments,2341,"global payments direct, inc.",en
Global Payments,2341,global payments (nyse: gpn),en
Lockheed Martin,553,lockheed martin corporation,en
The Bank Of New York Mellon,2229,the bank of new york mellon corporation,en
The Bank Of New York Mellon,2229,bny mellon,en
The Bank Of New York Mellon,2229,bank of new york mellon corp,en
The Bank Of New York Mellon,2229,the bank of new york mellon,en
Bunge,1969,Bunge Ltd,en
Colgate-Palmolive,2265,colgate,en
Colgate-Palmolive,2265,colgate palmolive,en
Colgate-Palmolive,2265,colgate-palmolive company,en
Colgate-Palmolive,2265,colgate-palmolive co,en
Loews,2400,loews,en
Loews,2400,loews corporation,en
Boston Consulting Group,718,boston consulting group,en
Boston Consulting Group,718,boston consulting group inc,en
Boston Consulting Group,718,the boston consulting group,en
Boston Consulting Group,718,bcg,en
Canadian Pacific,3160,Canadian Pacific Railway Limited,en
Canadian Pacific,3160,Canadian Pacific Railway,en
Canadian Pacific,3160,CP Rail,en
Canadian Pacific,3160,Canadian Pacific Railway Ltd,en
Progressive,2093,Progressive Insurance,en
Progressive,2093,Progressive Corporation,en
Albemarle,2198,albermarle,en
Albemarle,2198,albemarle corporation,en
Globe Life,2340,globe life inc,en
Globe Life,2340,globe life insurance,en
Globe Life,2340,globe life and accident insurance,en
Globe Life,2340,globe life,en
Ping An,202,china ping an,en
Clorox Company,2262,clorox,en
Clorox Company,2262,clorox co,en
Prudential Financial,1895,The Prudential Insurance Company of America,en
Alexandria Real Estate Equities,2199,"alexandria real estate equities, inc.",en
Alexandria Real Estate Equities,2199,alexandria,en
Goldman Sachs,471,goldman sachs ag,en
Pinnacle West Capital,2457,pinnacle west,en
Pinnacle West Capital,2457,pinnacle west capital corporation,en
Pinnacle West Capital,2457,pinnacle west capital corp,en
Cooper Companies,2271,cooper companies,en
Cooper Companies,2271,cooper companies inc,en
Cooper Companies,2271,"the cooper companies, inc.",en
Cooper Companies,2271,coopercompanies,en
Catalent,3087,"Catalent Pharma Solutions, Inc.",en
Catalent,3087,Catalent Pharma Solutions,en
Alexion Pharmaceuticals,2200,alexion pharmaceuticals inc,en
Alexion Pharmaceuticals,2200,alexion,en
Alexion Pharmaceuticals,2200,"alexion pharmaceuticals, inc.",en
Comcast,396,comcast holdings,en
Comcast,396,comcast corp,en
Comcast,396,comcast corporation,en
Pinterest,635,pinterest inc.,en
Pinterest,635,cold brew labs inc.,en
D. E. Shaw Group,720,"d. e. shaw & co., l.p.",en
D. E. Shaw Group,720,de shaw co,en
D. E. Shaw Group,720,d. e. shaw & co.,en
D. E. Shaw Group,720,d.e. shaw,en
Comerica,2266,comerica,en
Comerica,2266,comerica incorporated,en
Comerica,2266,comerica bank,en
Google,101,google llc,en
Google,101, Google Inc,en
Alibaba,21,alibaba group holding limited,en
Alibaba,21,alibaba group holding ltd,en
Alibaba,21,alibaba group,en
Lumen Technologies,2253,"lumen technologies, inc.",en
Lumen Technologies,2253,centurytel,en
Lumen Technologies,2253,centurylink,en
Lumen Technologies,2253,lumen,en
Pioneer Natural Resources,2458,pioneer natural resources company,en
Pioneer Natural Resources,2458,pioneer natural resources co.,en
Hershey Company,2352,hershey co,en
Hershey Company,2352,hershey company,en
Hershey Company,2352,hershey's,en
Hershey Company,2352,hershey,en
Cerner Corporation,838,Cerner,en
Regeneron Pharmaceuticals,1577,Regeneron,en
Regeneron Pharmaceuticals,1577,"Regeneron Pharmaceuticals, Inc.",en
Regeneron Pharmaceuticals,1577,REGN,en
Align Technology,2201,"align technology, inc.",en
Conagra Brands,2267,conagra foods inc.,en
Conagra Brands,2267,"conagra brands, inc. ",en
Lyft,557,"lyft, inc.",en
Lyft,557,lyft inc,en
PNC Financial Services,2459,pnc financial services group,en
PNC Financial Services,2459,"natcity investments, inc.",en
PNC Financial Services,2459,pnc,en
PNC Financial Services,2459,"the pnc financial services group, inc.",en
PNC Financial Services,2459,"pnc financial services group, inc.",en
PNC Financial Services,2459,pnc financial services group inc,en
Mosaic Company,2421,mosaic co,en
Mosaic Company,2421,the mosaic co,en
Mosaic Company,2421,mosaic,en
Charter Communications,1985,"Charter Communications, Inc.",en
LyondellBasell,2401,basell polyolefins,en
LyondellBasell,2401,lyondellbasell industries,en
LyondellBasell,2401,lyondellbasell industries n.v.,en
LyondellBasell,2401,lyondell chemical company,en
LyondellBasell,2401,lyondellbasell industries holdings b.v.,en
LyondellBasell,2401,lyondellbasell industries nv,en
Pony.AI,204,"pony.ai, inc.",en
Pony.AI,204,pony.ai inc,en
M&T Bank,2402,m&t bank corp,en
M&T Bank,2402,manufacturers and traders bank,en
M&T Bank,2402,manufacturers and traders trust company,en
M&T Bank,2402,m&t bank corporation,en
M&T Bank,2402,first empire state corporation,en
M&T Bank,2402,m&t bank,en
OpenAI,6900,Open AI,en
Allegion,2202,allegion plc,en
Thermo Fisher Scientific,2509,thermo fisher scientific inc.,en
Consolidated Edison,2269,conedison,en
Consolidated Edison,2269,"consolidated edison company of new york, inc.",en
Consolidated Edison,2269,"conedison, inc,",en
Consolidated Edison,2269,con edison,en
Consolidated Edison,2269,consolidated edison inc,en
PPG Industries,2460,ppg,en
PPG Industries,2460,"ppg industries, inc.",en
PPG Industries,2460,"ppg industries ohio, inc.",en
Allergan,2203,allergan,en
Allergan,2203,"allergan pharmaceuticals, inc.",en
W.W. Grainger,2342,grainger,en
W.W. Grainger,2342,"w. w. grainger, inc.",en
W.W. Grainger,2342,w.w. grainger,en
PPL,2461,ppl corporation,en
PPL,2461,pp&l,en
PPL,2461,pennsylvania power & ligh,en
PPL,2461,ppl,en
Constellation Brands,2270,canandaigua brands,en
Constellation Brands,2270,cbrands,en
Constellation Brands,2270,"constellation brands, inc.",en
Graphcore,102,graphcore limited,en
Graphcore,102,graphcore ltd,en
Alliant Energy,2205,alliant energy,en
Alliant Energy,2205,alliant energy corporation,en
Character.ai,6905,Character Technologies,en
Copart,2272,copart,en
Copart,2272,"copart, inc.",en
Copart,2272,"copart, inc",en
Principal Financial Group,2462,"principal financial services, inc.",en
Principal Financial Group,2462,principal financial group inc,en
Principal Financial Group,2462,principal,en
Adept,6907,Adept AI,en
Adept,6907,Adept AI Labs,en
Alphabet,796,alphabet inc,en
Corning Incorporated,399,corning inc,en
Corning Incorporated,399,corning inc.,en
Corning Incorporated,399,corning,en
Procter & Gamble,639,procter & gamble co,en
Procter & Gamble,639,procter & gamble company,en
Procter & Gamble,639,p&g,en
Corteva,2273,corteva agriscience,en
Corteva,2273,corteva inc,en
Coty,2274,"cotytech, inc.",en
Coty,2274,coty,en
Coty,2274,"coty, inc.",en
Prologis,2463,"prologis, inc",en
Prologis,2463,prologis ventures,en
SAP,812,SAP SE,en
Altria Group,2206,philip morris companies. inc.,en
Altria Group,2206,altria,en
Altria Group,2206,"altria group, inc.",en
Zhipu AI,6912,Beijing Knowledge Atlas Technology Co Ltd,en
Zhipu AI,6912,Beijing Zhipu Huazhang Technology Co.,en
Coupang,400,"coupang co., ltd.",en
Coupang,400,coupang corp,en
Coupang,400,forward ventures,en
Coupang,400,"kupang co., ltd.",en
H&R Block,2343,block,en
H&R Block,2343,h & r block inc,en
H&R Block,2343,hrb digital llc,en
PSEG,2464,pse&g,en
PSEG,2464,pseg,en
PSEG,2464,public service enterprise group,en
PSEG,2464,public service enterprise group incorporated,en
PSEG,2464,public service electric and gas,en
PSEG,2464,public service enterprise group inc,en
PSEG,2464,public service enterprise group (pseg),en
Baichuan Intelligence,6913,Beijing Baichuan Intelligent Technology Co,en
Public Storage,2465,public storage inc.,en
ServiceNow,840,"ServiceNow, Inc.",en
Xiaopeng Motors,6914,Guangzhou Xiaopeng Motors Technology Co Ltd,en
Xiaopeng Motors,6914,XPeng,en
Amazon,23,amazon.com,en
Amazon,23,amazon.com inc,en
Habana Labs,104,habana labs ltd,en
Habana Labs,104,habana labs ltd.,en
Marathon Oil,2403,marathon oil corporation,en
Toyota,790,toyota motor corporation,en
BYD,6915,"BYD Auto Co., Ltd.",en
Amazon Advertising,324,"amazon ad, amz advertising, amazing ads",en
Marathon Petroleum,1826,marathon petroleum,en
Marathon Petroleum,1826,marathon petroleum corporation,en
Pultegroup,2466,pulte homes,en
Pultegroup,2466,"pultegroup, inc.",en
Pultegroup,2466,pulte group,en
PVH,2467,phillips-van heusen corporation,en
PVH,2467,pvh,en
